StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,USE_CMS,USE_CMSOQ,USE_CMSGB,USE_CMSAS,USE_TMS,USE_STMS,USE_ITS,USE_IDS,USE_CS,USE_OAV,USE_GAIT,USE_LRS,USE_LIAC,USE_LDL,USE_LC,USE_LEC,USE_LDB,USE_FPC,USE_HPC,USE_CFUS,USE_PCR,USE_AORO,USE_LWS,USE_OWS,IMP_CMS,IMP_CMSOQ,IMP_CMSGB,IMP_CMSAS,IMP_TMS,IMP_STMS,IMP_ITS,IMP_IDS,IMP_CS,IMP_OAV,IMP_GAIT,IMP_SGAIT,IMP_LRS,IMP_LIAC,IMP_LSSR,IMP_LDL,IMP_LC,IMP_LEC,IMP_LDB,IMP_RVLC,IMP_FPC,IMP_CFCPS,IMP_HPC,IMP_CFUS,IMP_PCR,IMP_AWAC,IMP_PWAC,IMP_AORO,IMP_CTS,IMP_LWS,IMP_OWS,IMP_SII,IMP_RCTN,IMP_RCLN,IMP_ILDA,IMP_OCS,IMP_OLS,IMP_OMOS,DS_CMS,DS_CMSOQ,DS_CMSGB,DS_CMSAS,DS_TMS,DS_STMS,DS_ITS,DS_IDS,DS_CS,DS_OAV,DS_GAIT,DS_SGAIT,DS_LRS,DS_LIAC,DS_LSSR,DS_LDL,DS_LC,DS_LEC,DS_LDB,DS_RVLC,DS_FPC,DS_CFCPS,DS_HPC,DS_CFUS,DS_PCR,DS_AWAC,DS_PWAC,DS_AORO,DS_CTS,DS_LWS,DS_OWS,DS_SII,DS_RCTN,DS_RCLN,DS_ILDA,DS_OCS,DS_OLS,DS_OMOS,TREM,ATG_PDLC,ATG_LS,ATG_ASM,ATG_WL,ATG_TUC,ARG_PDLC,ARG_ASM,ARG_WL,EITS,ELS,INF_ATS,INF_ALS,INF_AATD,INF_ATRW,INF_CFU,INF_GAIT,INF_RMLC,INF_CCFUN,INF_CLN,DALC_F,DALC_K,DALC_RL,DALC_RS,DALR_F,DALR_K,DALR_RL,DALR_RS,DAIT_F,DAIT_K,DAIT_RL,DAIT_RS,AP_CMS,AP_GAIT,SKL_CMS,SKL_TMS,SKL_GAIT,SKL_LDL,SKL_FEI,LRN_CMS,LRN_TMS,LRN_GAIT,LRN_LDL,LRN_FEI,LRN_PIRO,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,ADIV,COMMENT
2/22/2024 15:34,2/22/2024 15:53,0,100,1095,1,2/22/2024 15:53,,email,EN,5,1,1,4,5,3,3,2,5,5,3,5,2,4,4,4,5,3,2,2,3,5,2,2,4,1,1,4,4,4,3,3,3,4,3,3,4,3,4,4,3,4,4,4,4,3,2,3,3,4,4,4,2,3,3,3,4,4,3,3,4,3,4,-99,-99,4,4,4,4,4,-99,-99,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,"Honestly, I've not even tested yet the bounds of what the library offers. So far, it offers about everything I need but for some obscure sources.  Operationally fine. Otherwise it's all about access to sources. ",Dont' have any suggestions.  ,3,3,3,3,2,2,2,1,3,4,4,4,4,4,3,4,4,4,4,4,4,9,1,3,3,2,3,4,3,3,3,3,3,4,3,3,3,3,3,1,55000,-99
2/22/2024 14:46,2/22/2024 16:05,0,100,4729,1,2/22/2024 16:05,,email,EN,5,1,1,3,5,2,2,1,1,1,5,2,2,2,2,1,3,3,4,1,1,3,4,1,4,1,1,4,3,3,3,2,1,4,4,2,2,2,3,2,1,3,3,2,4,4,3,2,2,4,4,4,1,4,1,4,2,3,3,3,3,2,4,-99,-99,4,4,4,4,-99,-99,4,4,-99,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,4,4,4,-99,4,4,4,4,4,4,4,4,4,1,-99,-99,4,-99,4,4,4,-99,-99,-99,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,9,3,3,3,4,3,4,2,2,3,2,3,4,3,3,2,2,2,2,119500,-99
2/22/2024 17:03,2/22/2024 17:23,0,100,1166,1,2/22/2024 17:23,,email,EN,5,1,3,5,5,2,2,2,3,4,1,3,2,3,3,3,3,2,5,2,2,5,3,2,4,1,4,4,4,4,4,3,4,4,2,2,4,4,3,3,3,4,4,4,4,4,4,3,2,4,4,4,2,4,3,4,4,3,3,4,4,4,3,-99,2,4,4,3,3,4,3,3,-99,-99,4,3,-99,4,4,3,4,-99,2,2,4,-99,4,4,4,3,1,3,3,4,3,-99,3,3,4,4,3,4,2,4,2,4,4,4,2,"Ability to borrow a high performance laptop for teaching both online and in person. I borrowed a laptop from the IT helpdesk that barely works. I also received very poor, unkind treatment from one of the helpdesk managers at the Institute.",More digital sources and perhaps more flexibility with return deadlines for professors.,3,3,1,3,2,2,2,1,3,4,4,4,4,4,3,4,4,4,4,4,4,2,9,4,4,2,3,-99,3,3,4,4,3,4,3,4,3,2,2,2,-99,It is very frustrating to see that there is not a category for ICC and Language Studies in the primary academic division section above. This has happened many times before with other surveys.
2/22/2024 21:53,2/22/2024 22:03,0,100,613,1,2/22/2024 22:03,,email,EN,3,1,1,1,3,3,3,2,1,3,1,1,1,1,1,1,1,4,1,1,1,2,1,3,4,-99,4,4,4,4,4,4,-99,4,-99,-99,4,4,4,-99,4,-99,4,4,4,4,-99,-99,-99,4,4,4,-99,-99,4,4,4,4,4,4,4,4,4,-99,-99,-99,4,4,4,4,-99,4,-99,-99,-99,-99,-99,-99,4,-99,4,4,4,4,-99,-99,-99,4,4,4,-99,-99,4,4,4,4,-99,4,4,4,3,3,3,4,3,4,-99,4,-99,A complete orientation to relevant technology.,-99,2,2,2,2,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,9,9,3,3,1,1,1,3,3,3,3,3,3,3,3,2,3,3,2,119300,-99
2/23/2024 16:29,2/23/2024 16:41,0,100,745,1,2/23/2024 16:41,,email,EN,1,5,5,-99,4,2,2,3,5,5,3,4,2,2,2,4,5,2,1,2,1,2,4,4,4,1,4,4,3,4,4,4,4,4,2,2,3,3,3,4,3,4,4,4,3,2,1,2,2,4,4,4,2,3,4,4,4,4,4,4,4,4,-99,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,-99,-99,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,"I find it challenging to access some vital enterprise systems, such as Oracle or Faculty 180. Both resist bookmarking and when I search in MIIS I find lots of information and tutorials, but have to search a lot to find a link to the login. ",A more streamlined approach to accessing scholarly publication pdfs would help a lot. Often I find a reference as I am researching and have to search in many parts of the library to determine if we can access a pdf. ,3,3,3,3,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,4,3,4,5,3,2,2,2,3,4,2,3,3,2,1,1,54700,The tenure track question is odd for faculty at the Institute given that there is no tenure system. 
2/23/2024 20:16,2/23/2024 20:26,0,100,642,1,2/23/2024 20:26,,email,EN,5,2,5,5,4,2,2,3,4,4,2,4,2,4,3,3,3,2,1,1,1,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,-99,4,2,4,4,4,2,4,3,4,4,4,3,4,4,4,4,3,4,4,3,3,3,4,4,4,2,2,4,4,4,4,4,3,4,3,3,1,-99,4,4,4,3,2,2,4,3,4,4,4,4,4,4,4,3,4,2,4,3,3,4,4,2,"Ethically, Middlebury needs to provide 24/7 ITS support, as our students are located in time zones all over the world",Library offerings should be made available in digital formats to the extent possible since many of our students are not located in Monterey,2,2,2,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,3,4,4,2,3,4,3,3,3,2,3,3,2,3,3,2,2,3,119400,-99
2/26/2024 17:53,2/26/2024 17:59,0,100,375,1,2/26/2024 17:59,,email,EN,5,1,3,3,5,2,1,2,3,5,4,4,1,5,1,5,5,2,1,1,1,5,3,1,4,1,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,3,3,1,2,2,4,4,4,2,3,2,4,4,4,4,3,4,3,3,1,3,3,3,3,3,3,3,4,1,1,4,4,4,3,-99,3,3,4,2,2,-99,4,-99,4,4,4,2,3,3,2,2,4,4,2,4,3,3,4,2,4,3,4,3,4,3,-99,More staff support - our current librarians are run off their feet,2,3,1,2,2,1,2,3,3,4,4,4,4,4,4,4,4,3,3,3,3,1,4,5,5,4,4,5,2,1,4,2,4,1,4,4,4,1,1,3,119300,-99
2/26/2024 22:55,2/26/2024 23:05,0,100,629,1,2/26/2024 23:05,,email,EN,2,1,1,1,4,4,2,2,4,4,3,3,3,3,2,3,3,2,2,2,3,3,3,2,1,1,1,1,4,4,3,3,4,4,3,3,3,3,3,3,2,3,4,3,3,3,-99,-99,3,4,4,4,1,4,2,3,2,2,2,2,2,2,1,1,1,1,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,"Support for professional platforms at MIIS to prepare learners for what they will face when they graduate, and not undergraduate platforms","AI for research strategies, not to generate content  ",3,3,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3,4,4,1,3,3,3,3,3,-99,-99,-99,-99,-99,-99,-99,-99
2/27/2024 10:50,2/27/2024 10:57,0,100,432,1,2/27/2024 10:57,,email,EN,5,5,5,5,5,1,2,2,5,5,5,2,2,3,2,1,2,2,1,1,1,5,3,1,4,4,4,4,4,3,3,3,4,4,4,4,3,3,3,3,2,2,3,3,3,3,3,3,3,4,4,4,2,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-99,-99,4,4,3,4,4,-99,3,-99,4,4,-99,-99,-99,4,4,4,-99,4,-99,2,4,4,4,-99,4,4,3,2,2,4,2,4,2,4,2,-99,-99,2,2,2,2,2,3,2,2,2,4,4,4,4,4,4,4,4,3,4,4,4,9,3,5,5,5,4,5,3,3,3,3,3,2,3,3,3,3,3,3,-99,-99
2/27/2024 10:54,2/27/2024 11:03,0,100,539,1,2/27/2024 11:03,,email,EN,5,2,5,4,2,2,2,3,5,5,3,2,2,3,1,2,3,2,1,2,1,5,2,3,4,4,4,4,4,4,4,4,4,4,3,2,3,2,2,3,2,2,4,3,4,3,2,3,1,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,-99,-99,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3,3,4,3,3,4,3,3,2,3,3,3,4,4,3,56500,Thank you.
2/27/2024 11:19,2/27/2024 11:31,0,100,705,1,2/27/2024 11:31,,email,EN,5,1,1,2,4,3,2,2,1,1,1,3,2,2,1,2,3,2,1,1,2,5,5,2,4,1,1,1,4,4,3,4,2,2,2,3,3,3,2,2,1,2,4,1,4,4,2,1,1,4,4,4,4,4,4,4,4,4,3,4,3,4,3,-99,-99,-99,2,4,4,4,-99,-99,-99,4,4,4,4,4,-99,-99,2,-99,4,4,-99,-99,4,4,4,4,3,3,4,4,4,4,-99,4,4,4,1,4,1,4,1,4,4,4,2,-99,"full text, PDF access to more journals relevant to my field would be helpful.",2,2,2,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,9,9,3,2,2,2,3,2,2,3,2,2,3,3,3,-99,3,3,1,-99,-99
2/27/2024 11:43,2/27/2024 12:01,0,100,1069,1,2/27/2024 12:01,,email,EN,5,3,5,5,2,2,3,4,5,5,2,2,1,2,2,3,4,2,1,1,1,5,2,2,4,4,4,4,2,2,4,4,4,4,3,4,3,3,3,3,3,4,4,3,4,3,1,3,1,4,4,4,2,3,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,-99,1,4,4,4,3,3,4,4,4,3,4,4,4,4,4,5,4,1,4,3,4,4,4,3,"Provide software, support, and professional development for qualitative/mixed methods research (ie Dedoose)",Train someone to be a technical support person for scholarly use of the open-access platform Open Journal Systems (by Public Knowledge Project) for student and faculty publications. ,3,3,1,4,2,3,4,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,3,5,4,3,4,4,2,1,4,2,2,3,4,4,4,3,3,2,54700,Would love a workshop on syncing Zotero and Research Rabbit and/or on research workflow 
2/27/2024 11:49,2/27/2024 12:01,0,100,731,1,2/27/2024 12:01,,email,EN,5,2,4,5,1,1,2,2,5,5,5,1,1,1,1,2,2,1,1,1,1,2,2,1,4,2,4,4,-99,-99,2,4,4,4,4,4,2,2,2,2,1,3,3,1,4,3,-99,2,-99,4,4,4,-99,1,1,4,4,4,1,4,3,4,4,2,4,4,-99,-99,4,4,4,3,4,-99,4,4,-99,-99,-99,2,3,-99,4,-99,-99,-99,-99,3,3,3,-99,-99,-99,4,4,4,-99,4,4,4,5,3,-99,4,3,4,1,4,3,More ability to try different plugins or apps that may be available in approved marketplaces (ie for use with 365 suite). A broader encouragement of experimentation and relaxed restrictions that inhibit it. ,-99,4,3,1,3,1,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,9,3,5,4,5,2,5,2,1,3,1,1,1,2,4,3,3,3,2,54700,-99
2/27/2024 11:56,2/27/2024 12:05,0,100,567,1,2/27/2024 12:05,,email,EN,1,1,1,1,1,1,1,1,3,1,2,4,1,4,1,4,4,1,1,1,1,5,5,3,1,1,1,1,1,1,1,1,3,3,2,2,4,1,4,4,1,4,4,4,2,2,4,2,1,1,1,4,1,3,3,4,4,4,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,3,3,2,2,2,2,1,2,-99,2,2,2,2,1,1,2,-99,-99,-99,3,-99,3,3,1,1,1,1,1,1,1,-99,1,1,4,3,1,3,4,-99,MIIS needs to develop its data services. We need a good data repository and the ability to curate research data. We also need notebook servers and other collaborative data environments,-99,2,2,2,2,2,2,3,3,3,4,2,4,3,4,2,4,3,4,2,3,3,3,3,3,3,2,3,4,2,2,4,3,4,3,4,4,4,4,4,3,56500,-99
2/27/2024 12:14,2/27/2024 12:24,0,100,582,1,2/27/2024 12:24,,email,EN,5,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,4,-99,-99,4,-99,-99,4,-99,1,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,3,-99,3,-99,3,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,3,-99,-99,-99,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,9,9,3,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,119500,-99
2/27/2024 12:38,2/27/2024 12:52,0,100,798,1,2/27/2024 12:52,,email,EN,1,1,1,1,5,3,2,2,1,5,1,1,1,1,2,1,4,2,1,1,1,3,1,1,1,1,1,1,3,4,3,3,1,1,1,1,1,2,2,2,3,3,4,4,4,3,1,1,3,4,4,4,2,2,2,4,3,2,2,3,4,3,1,1,1,1,2,2,2,3,-99,2,1,2,3,3,3,2,3,3,3,3,3,3,2,2,4,4,4,3,3,3,3,3,2,2,-99,3,3,3,2,2,2,4,2,2,2,4,3,-99,-99,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,2,9,4,4,3,3,4,1,2,1,1,1,2,3,1,1,2,2,2,119400,-99
2/27/2024 12:45,2/27/2024 13:00,0,100,899,1,2/27/2024 13:00,,email,EN,5,3,5,5,5,5,2,2,2,2,3,1,1,1,1,1,1,2,1,1,1,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,4,3,3,1,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-99,-99,-99,-99,4,4,4,4,-99,4,4,4,-99,-99,4,4,4,-99,-99,4,4,4,5,2,2,3,1,4,2,3,1,-99,-99,2,2,2,2,2,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,1,1,4,4,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,54700,-99
2/27/2024 13:03,2/27/2024 13:18,0,100,943,1,2/27/2024 13:18,,email,EN,5,3,4,4,5,2,2,2,2,3,2,3,2,3,2,1,4,3,1,1,1,5,4,2,4,4,4,4,4,4,4,4,2,4,2,3,4,2,4,3,3,3,4,1,4,2,1,2,1,4,4,4,1,4,3,1,3,3,3,3,3,3,4,4,4,4,2,4,4,4,-99,4,3,-99,4,-99,4,3,2,-99,4,-99,4,4,-99,2,-99,4,4,4,4,4,4,-99,2,3,3,4,4,4,4,2,2,4,4,4,4,4,4,More Training on databases and other research tools and collections offered each semester to faculty. It’s easy to get rusty and not keep up with what we have or what’s been added ,More training for students on where and how to find reliable source material ,2,2,1,2,2,2,3,1,2,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,3,3,4,5,2,2,3,3,2,4,4,4,2,2,2,1,119300,-99
2/27/2024 13:39,2/27/2024 13:49,0,100,626,1,2/27/2024 13:49,,email,EN,5,1,3,1,4,2,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,2,1,4,4,2,1,1,3,1,1,1,1,1,1,1,1,1,1,4,3,2,1,1,4,4,1,2,1,1,1,4,2,1,4,1,1,3,-99,2,-99,1,2,-99,3,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,-99,-99,-99,2,2,-99,-99,-99,-99,-99,2,-99,-99,3,-99,-99,3,-99,-99,-99,-99,4,-99,-99,-99,Better/quicker/more thorough IT helpdesk service ,-99,3,2,3,3,1,1,1,1,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,9,9,4,4,2,2,2,1,2,2,1,1,4,2,2,2,2,2,2,119500,"It helpdesk service needs a lot of work. Nobody knows what they are supposed to be doing, not friendly or helpful. It takes them 2-3 days, sometimes even longer to get back to my tech related support request, which is almost always too late. Why do they have such a lame team/service there? "
