StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ExternalReference,DistributionChannel,UserLanguage,USE_CMS,USE_CMSOQ,USE_CMSGB,USE_CMSAS,USE_TMS,USE_STMS,USE_ITS,USE_IDS,USE_CS,USE_OAV,USE_GAIT,USE_LRS,USE_LIAC,USE_LDL,USE_LC,USE_LEC,USE_LDB,USE_FPC,USE_HPC,USE_CFUS,USE_PCR,USE_AORO,USE_LWS,USE_OWS,IMP_CMS,IMP_CMSOQ,IMP_CMSGB,IMP_CMSAS,IMP_TMS,IMP_STMS,IMP_ITS,IMP_IDS,IMP_CS,IMP_OAV,IMP_GAIT,IMP_SGAIT,IMP_LRS,IMP_LIAC,IMP_LSSR,IMP_LDL,IMP_LC,IMP_LEC,IMP_LDB,IMP_RVLC,IMP_FPC,IMP_CFCPS,IMP_HPC,IMP_CFUS,IMP_PCR,IMP_AWAC,IMP_PWAC,IMP_AORO,IMP_CTS,IMP_LWS,IMP_OWS,IMP_SII,IMP_RCTN,IMP_RCLN,IMP_ILDA,IMP_OCS,IMP_OLS,IMP_OMOS,DS_CMS,DS_CMSOQ,DS_CMSGB,DS_CMSAS,DS_TMS,DS_STMS,DS_ITS,DS_IDS,DS_CS,DS_OAV,DS_GAIT,DS_SGAIT,DS_LRS,DS_LIAC,DS_LSSR,DS_LDL,DS_LC,DS_LEC,DS_LDB,DS_RVLC,DS_FPC,DS_CFCPS,DS_HPC,DS_CFUS,DS_PCR,DS_AWAC,DS_PWAC,DS_AORO,DS_CTS,DS_LWS,DS_OWS,DS_SII,DS_RCTN,DS_RCLN,DS_ILDA,DS_OCS,DS_OLS,DS_OMOS,TREM,ATG_PDLC,ATG_LS,ATG_ASM,ATG_WL,ATG_TUC,ARG_PDLC,ARG_ASM,ARG_WL,EITS,ELS,INF_ATS,INF_ALS,INF_AATD,INF_ATRW,INF_CFU,INF_GAIT,INF_RMLC,INF_CCFUN,INF_CLN,DALC_F,DALC_K,DALC_RL,DALC_RS,DALR_F,DALR_K,DALR_RL,DALR_RS,DAIT_F,DAIT_K,DAIT_RL,DAIT_RS,AP_CMS,AP_GAIT,SKL_CMS,SKL_TMS,SKL_GAIT,SKL_LDL,SKL_FEI,LRN_CMS,LRN_TMS,LRN_GAIT,LRN_LDL,LRN_FEI,LRN_PIRO,LRN_OOO,LRN_WTS,LRN_PGL,LRN_SDD,LRN_SDOT,LRN_TE,ADIV,COMMENT
3/1/2024 10:48,3/1/2024 11:15,0,100,1589,1,3/1/2024 11:15,,email,EN,5,-99,-99,3,4,4,4,3,2,3,3,3,3,3,3,1,1,3,2,1,4,5,1,3,4,3,3,4,4,4,4,3,3,4,4,3,3,3,3,3,4,4,3,3,4,4,3,3,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,-99,4,4,4,4,4,-99,4,4,-99,4,4,4,4,4,-99,4,4,4,4,4,4,3,-99,4,-99,-99,4,4,3,1,4,4,4,4,4,4,4,4,Already very professional. ,Already very professional.,4,4,-99,4,3,3,-99,-99,-99,4,4,4,4,4,4,4,4,4,4,4,4,9,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,1,1,1,119500,No.
3/1/2024 10:47,3/1/2024 11:16,0,100,1695,1,3/1/2024 11:16,,email,EN,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,4,4,4,4,4,-99,-99,-99,-99,3,2,2,2,-99,-99,-99,2,3,-99,-99,4,4,-99,3,-99,4,4,4,-99,3,-99,4,3,3,2,3,3,-99,4,4,4,4,4,4,-99,-99,-99,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,4,-99,-99,-99,5,2,1,1,1,4,1,4,4,-99,-99,1,1,1,2,1,2,1,1,1,4,4,4,4,4,4,4,4,-99,-99,-99,-99,9,4,5,4,4,1,1,2,2,2,3,3,3,3,3,3,2,2,1,119600,-99
3/1/2024 11:38,3/1/2024 11:46,0,100,479,1,3/1/2024 11:46,,email,EN,5,1,1,5,4,2,1,1,1,1,5,1,1,1,3,2,2,2,1,1,1,1,2,1,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,2,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,3,2,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,1,2,3,4,-99,-99,-99,-99,-99,2,2,1,1,1,2,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,9,2,4,4,5,1,1,2,1,4,1,1,1,3,1,1,2,2,2,119500,-99
3/1/2024 11:35,3/1/2024 11:47,0,100,741,1,3/1/2024 11:47,,email,EN,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,5,1,1,1,1,1,1,4,4,1,1,1,4,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,4,4,4,1,1,1,2,1,1,1,2,2,1,-99,-99,-99,-99,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,2,2,2,3,4,2,4,3,-99,-99,3,3,3,3,2,3,3,3,3,4,3,-99,-99,4,4,-99,4,4,-99,-99,4,5,5,3,4,3,4,3,1,1,2,1,1,1,1,1,1,1,1,1,119500,-99
3/1/2024 11:56,3/1/2024 12:07,0,100,628,1,3/1/2024 12:07,,email,EN,5,1,1,4,4,4,2,1,1,5,1,5,2,5,3,2,5,2,1,1,2,5,3,2,3,1,1,4,4,4,1,1,1,4,1,1,4,1,3,4,4,2,4,4,3,3,2,1,4,4,4,4,1,4,1,3,3,3,3,3,3,1,4,-99,-99,4,3,4,-99,-99,-99,4,-99,-99,4,-99,4,4,4,4,4,4,4,4,-99,-99,4,4,3,4,-99,4,-99,2,2,4,4,3,4,-99,2,4,4,2,3,4,4,2,4,-99,-99,2,3,2,3,3,2,3,2,3,4,4,4,4,4,4,4,4,-99,-99,-99,-99,9,9,4,4,1,4,1,3,3,2,3,1,1,1,3,4,4,4,1,119500,-99
3/1/2024 12:03,3/1/2024 12:24,0,100,1220,1,3/1/2024 12:24,,email,EN,2,1,1,1,5,5,3,1,-99,5,5,5,2,1,1,1,1,3,1,2,2,5,2,1,2,1,1,1,4,4,4,1,1,4,4,3,-99,-99,-99,-99,2,2,2,1,4,4,-99,2,3,4,4,4,2,2,1,4,4,2,2,2,2,1,4,-99,-99,4,4,4,4,-99,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,4,-99,4,4,4,4,4,-99,-99,-99,4,4,4,4,-99,-99,5,2,-99,4,-99,4,2,4,-99,Get some training to be better equipped with the state-of-art-tools. I also want to compliment help desk professionals for their responsiveness and hard work!!!,N/A,2,2,2,2,2,2,2,2,2,-99,-99,-99,-99,3,3,3,3,-99,-99,-99,-99,9,1,2,4,4,2,2,2,2,4,2,1,4,4,2,1,4,4,4,119400,-99
3/1/2024 13:10,3/1/2024 13:20,0,100,633,1,3/1/2024 13:20,,email,EN,5,2,4,5,5,3,4,-99,5,4,2,3,3,2,2,2,2,1,1,1,2,3,2,-99,4,3,4,4,4,4,3,-99,4,4,2,3,4,4,4,4,3,4,4,4,4,4,-99,4,3,4,4,4,4,4,-99,4,4,4,3,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,2,2,4,3,-99,2,4,4,-99,-99,2,3,2,2,1,2,2,1,3,4,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,3,4,4,1,3,3,1,-99,-99,2,-99,2,2,-99,2,-99,2,2,-99,54700,-99
3/1/2024 13:55,3/1/2024 14:07,0,100,732,1,3/1/2024 14:07,,email,EN,5,1,1,1,4,3,3,2,2,4,1,3,2,4,2,3,3,3,1,2,2,4,4,3,4,1,1,2,4,4,3,3,3,4,2,3,4,2,4,4,3,4,4,4,4,3,1,2,2,4,4,4,3,4,3,3,3,3,3,4,4,3,3,-99,-99,-99,3,4,3,4,3,3,-99,-99,4,3,4,3,3,3,4,4,3,3,-99,3,4,4,3,3,2,3,4,-99,3,3,3,3,4,4,3,3,3,4,3,4,4,4,3,There could be a systematic effort to make sure all computers and classrooms have been updated and are ready to go before the start of each new semester. There are often glitches or multiple software updates that have to be done by the instructor.,"Even more accessible online resources would be nice. More journal subscriptions, more e-books.",2,3,1,2,2,2,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,1,9,4,4,2,4,5,2,2,3,2,2,3,3,3,3,3,3,3,119300,"I feel that library and technical support at MIIS are mostly good. No major complaints. There are some things we could do if we had more resources -- e.g. update office computers and monitors more often. We still have occasional problems with the classroom technology, but this is likely to become less important as we transition back to fully in-person instruction."
3/1/2024 14:13,3/1/2024 14:34,0,100,1224,1,3/1/2024 14:34,,email,EN,5,1,4,5,5,4,2,2,4,1,1,2,5,4,2,2,3,3,1,1,1,5,5,3,4,1,4,4,4,4,4,4,4,2,1,1,4,4,4,4,3,3,3,4,4,3,3,3,2,4,4,4,2,4,3,4,4,4,4,4,4,4,3,-99,2,3,2,2,4,4,3,-99,-99,-99,4,3,4,3,4,3,2,3,2,2,2,-99,-99,3,2,3,2,4,3,3,3,3,-99,-99,4,4,1,4,4,4,4,4,4,4,4,More staff.  I had an urgent need for help in the classroom and could not receive timely support.  The students who work in Media Service are very kind but not always knowledgeable of how to resolve issues.,I appreciate the librarians and their support.  They probably need more staff and financial support as well. ,2,3,3,3,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,9,4,4,1,3,4,3,3,2,2,3,4,4,3,2,1,1,1,119400,"You did not list Language Studies as an option.  I teach in EAPP (English for Academic and Professional Purposes), which is in Language Studies. "
3/1/2024 15:27,3/1/2024 15:43,0,100,938,1,3/1/2024 15:43,,email,EN,5,3,5,4,4,2,2,4,5,5,3,-99,3,1,2,2,3,2,2,2,1,2,1,1,4,4,4,4,4,4,4,4,4,4,2,1,3,2,3,2,3,3,4,4,4,3,3,3,2,4,4,4,2,3,2,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,4,3,4,3,3,3,-99,-99,2,2,2,2,3,3,2,3,3,4,4,4,4,4,4,4,4,3,3,3,3,1,2,4,4,4,4,4,2,2,2,2,2,2,1,1,1,4,4,4,54900,-99
3/1/2024 18:12,3/1/2024 18:28,0,100,959,1,3/1/2024 18:28,,email,EN,4,1,1,4,2,2,1,1,1,3,3,2,1,2,1,1,2,2,1,1,1,2,2,3,4,1,1,4,-99,-99,3,2,-99,3,2,2,3,2,-99,2,-99,2,2,3,4,3,-99,-99,1,4,4,4,-99,4,4,-99,3,3,2,2,2,4,4,-99,-99,4,-99,-99,-99,-99,-99,-99,3,-99,2,-99,-99,-99,-99,3,3,-99,4,-99,-99,-99,-99,3,3,3,-99,3,4,-99,4,-99,-99,-99,3,4,4,2,1,3,2,4,-99,-99,-99,-99,"Make it possible (or if it IS possible, make it clear how to do it) to search for a specific periodical and do a search within it. For example, search for articles in Spain's ""El Pais"" that have certain keywords.",3,2,1,2,1,2,2,1,1,-99,-99,-99,-99,-99,-99,-99,-99,4,4,4,4,9,3,4,2,2,2,3,1,1,3,3,2,2,-99,-99,-99,-99,-99,-99,119500,-99
2/27/2024 10:56,3/1/2024 20:21,0,100,293063,1,3/1/2024 20:21,,email,EN,5,2,2,5,5,4,3,1,2,2,5,4,4,3,3,-99,3,2,4,2,3,4,2,2,4,2,2,4,4,4,4,3,3,4,4,4,3,3,3,2,3,3,3,3,4,2,3,2,3,3,3,3,4,2,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,4,3,4,4,4,Free ChatGPT account for faculty,-99,4,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,119500,-99
3/1/2024 22:43,3/1/2024 22:52,0,100,525,1,3/1/2024 22:52,,email,EN,5,-99,5,5,5,5,2,-99,-99,-99,-99,2,2,2,2,2,2,2,1,1,1,1,2,1,4,-99,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,-99,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,-99,4,4,4,4,-99,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,-99,-99,2,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,4,4,1,-99,4,4,4,4,4,2,2,4,4,4,-99,-99
2/27/2024 13:45,3/2/2024 22:45,0,100,377989,1,3/2/2024 22:45,,email,EN,5,1,1,5,5,2,2,2,4,4,4,4,2,4,1,3,4,2,1,1,2,5,2,2,4,1,1,4,4,4,3,2,4,4,4,2,2,1,3,4,3,4,4,4,4,2,3,3,3,4,4,4,1,3,2,4,4,4,4,4,4,3,4,-99,-99,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,3,2,4,4,3,-99,2,3,3,2,-99,3,3,3,3,2,3,3,3,3,3,4,4,4,2,4,4,4,2, .,Wider acess to ebooks and academic journals ,3,3,1,2,2,3,2,1,3,-99,-99,-99,-99,4,3,3,4,4,4,4,4,9,3,4,4,3,3,1,2,2,3,2,1,2,2,3,1,2,3,1,119400,-99
3/4/2024 15:10,3/4/2024 15:24,0,100,791,1,3/4/2024 15:24,,email,EN,5,4,4,5,5,2,2,2,1,5,4,1,1,1,1,1,1,3,1,1,1,1,2,2,4,4,4,4,4,4,4,3,3,4,4,2,2,2,-99,2,-99,-99,-99,2,4,4,3,3,-99,4,4,3,2,3,3,3,3,3,2,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,-99,3,-99,-99,-99,-99,3,4,3,-99,-99,4,4,3,-99,4,4,-99,4,4,-99,4,4,4,2,1,1,1,1,4,-99,-99,-99,-99,-99,2,3,1,3,1,3,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,9,3,3,3,3,1,1,-99,2,2,2,2,2,2,2,2,4,4,2,119600,-99
3/4/2024 18:08,3/4/2024 18:16,0,100,501,1,3/4/2024 18:16,,email,EN,5,1,1,1,2,2,1,1,1,5,2,3,2,3,1,2,2,2,1,1,1,3,3,2,4,1,1,1,4,4,2,2,3,4,3,4,4,3,2,3,4,4,3,4,4,4,1,1,3,4,4,4,1,3,2,3,3,3,3,4,4,3,4,-99,-99,-99,3,4,-99,-99,-99,4,2,4,4,-99,-99,4,4,4,4,4,4,4,-99,-99,4,4,4,4,-99,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,-99,-99,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,9,1,4,3,2,3,3,3,3,3,3,3,3,2,2,1,3,3,2,119500,-99
2/28/2024 1:44,2/28/2024 1:49,0,18,313,0,3/5/2024 4:38,,email,EN,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-99,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,2,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2024 11:27,3/1/2024 11:33,0,11,359,0,3/5/2024 4:38,,email,EN,5,2,2,5,4,4,-99,2,4,3,3,-99,3,4,3,5,5,4,2,1,2,5,3,2,4,3,3,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,1,4,3,4,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2024 14:16,3/1/2024 14:18,0,4,155,0,3/5/2024 4:38,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2024 13:25,3/1/2024 13:44,0,11,1181,0,3/5/2024 4:38,,email,EN,5,-99,5,5,4,2,2,-99,-99,5,4,4,1,3,2,4,5,2,1,1,2,5,3,2,4,1,4,4,4,4,4,2,3,4,1,1,4,3,4,-99,4,4,4,4,3,4,1,1,3,4,4,4,2,4,2,2,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024 10:42,2/22/2024 10:43,0,4,59,0,3/5/2024 4:38,,email,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2024 10:46,3/1/2024 10:48,0,7,132,0,3/5/2024 4:38,,email,EN,5,2,5,5,1,1,2,2,5,5,1,2,1,1,1,1,1,2,1,2,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2024 13:57,3/1/2024 14:00,0,11,164,0,3/5/2024 4:38,,email,EN,5,1,1,5,1,1,2,2,1,2,2,3,1,3,1,3,3,2,5,1,1,5,5,2,4,1,1,4,1,1,2,2,2,2,2,2,3,2,3,3,2,4,4,4,4,2,4,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2024 11:24,2/22/2024 11:28,0,61,253,0,3/5/2024 4:38,,email,EN,5,1,1,4,4,3,2,1,1,4,2,1,1,1,1,1,1,3,1,1,2,1,1,2,4,2,2,4,4,4,4,2,3,4,3,3,2,2,2,2,2,2,2,2,4,3,-99,-99,4,4,4,4,2,3,4,3,4,4,-99,4,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,
3/1/2024 17:28,3/4/2024 1:23,0,11,201263,0,3/5/2024 4:38,,email,EN,5,1,1,4,5,2,2,1,5,5,3,2,2,1,2,2,1,2,1,1,1,3,2,1,4,1,1,4,4,4,4,2,4,4,3,3,3,3,3,-99,3,3,2,2,3,-99,-99,3,3,4,4,4,2,4,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2024 13:24,2/27/2024 17:09,0,11,13477,0,3/5/2024 4:38,,email,EN,5,4,4,4,5,5,2,3,4,4,1,2,1,1,1,2,1,1,1,1,3,2,2,2,4,4,4,4,4,4,4,4,4,4,2,4,2,2,-99,3,3,4,3,3,2,2,1,3,4,4,4,4,1,2,3,3,3,3,2,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
